timeStamp,elapsed,label,responseCode,responseMessage,dataType,success,Latency
1439294063258,1432,Fixed CPI-Hide,200,OK,text,true,1432
1439294064691,442,Fixed CPI-Reward,200,OK,text,true,442
1439294065134,472,Whole CPI-Show,200,OK,text,true,472
1439294065608,405,Whole CPI-Hide,200,OK,text,true,405
1439294066014,467,Whole CPI-Reward,200,OK,text,true,467
1439294066482,541,Whole CPI-Show (US),200,OK,text,true,541
1439294067024,818,Whole CPI-Hide (US),200,OK,text,true,818
1439294067843,602,Whole CPI-Reward (US),200,OK,text,true,602
1439294068445,515,WholeCPI-Sweepstake (US),200,OK,text,true,515
1439294068961,506,CPI After Reward Cost-Show,200,OK,text,true,506
1439294069468,450,CPI After Reward Cost-Hide,200,OK,text,true,450
1439294069919,1094,CPI After Reward Cost-Reward,200,OK,text,true,1094
1439294071012,460,CPI After Reward Cost-Show (US),200,OK,text,true,460
1439294071473,466,CPI After Reward Cost-Hide (US),200,OK,text,true,466
1439294071940,463,CPI After Reward Cost-Reward (US),200,OK,text,true,463
1439294072404,456,CPI After Reward Cost-Sweepstake (US),200,OK,text,true,456
1439294072861,429,First CPI (Whole),200,OK,text,true,429
1439294073291,464,Sweepstake-Hide,200,OK,text,true,464
1439294073756,1339,First CPI (CPI after reward cost),200,OK,text,true,1339
1439294075096,499,Sweepstake-Hide,200,OK,text,true,499
1439294075597,1000,Manual CPI- Fixed CPI Show,200,OK,text,true,1000
1439294076598,1401,Manual CPI- Whole CPI Show,200,OK,text,true,1401
1439294078001,436,Manual CPI-CPI After Reward Cost-Show,200,OK,text,true,436
1439294078439,468,Publisher Virtual Currency,200,OK,text,true,468
1439294078908,427,Disable Dashboard- Show,200,OK,text,true,427
1439294079336,442,Disable Dashboard- Hide,200,OK,text,true,442
1439294079779,1344,Publisher Category- Show,200,OK,text,true,1344
1439294081124,482,Publisher Category- Hide,200,OK,text,true,482
1439294081607,419,Site Virtual Currency,200,OK,text,true,419
1439294082027,772,Private Panel - Show,200,OK,text,true,772
1439294082800,490,Private Panel- Hide,200,OK,text,false,490
1439294083291,462,Incentive Grid 5-10 minutes,200,OK,text,true,462
1439294083754,458,Incentive grid 21-30 minutes,200,OK,text,true,458
1439294084213,1149,Fixed CPI-Show,200,OK,text,true,1149
1439294085362,444,Fixed CPI-Hide,200,OK,text,true,444
1439294085808,452,Fixed CPI-Reward,200,OK,text,true,452
1439294086261,448,Whole CPI-Show,200,OK,text,true,448
1439294086710,400,Whole CPI-Hide,200,OK,text,true,400
1439294087111,453,Whole CPI-Reward,200,OK,text,true,453
1439294087565,461,Whole CPI-Show (US),200,OK,text,true,461
1439294088027,441,Whole CPI-Hide (US),200,OK,text,true,440
1439294088469,527,Whole CPI-Reward (US),200,OK,text,true,527
1439294088997,1102,WholeCPI-Sweepstake (US),200,OK,text,true,1101
1439294090100,424,CPI After Reward Cost-Show,200,OK,text,true,424
1439294090525,459,CPI After Reward Cost-Hide,200,OK,text,true,459
1439294090985,457,CPI After Reward Cost-Reward,200,OK,text,true,457
1439294091443,460,CPI After Reward Cost-Show (US),200,OK,text,true,460
1439294091904,962,CPI After Reward Cost-Hide (US),200,OK,text,true,962
1439294092867,470,CPI After Reward Cost-Reward (US),200,OK,text,true,470
1439294093338,478,CPI After Reward Cost-Sweepstake (US),200,OK,text,true,478
1439294093817,962,First CPI (Whole),200,OK,text,true,962
1439294094780,583,Sweepstake-Hide,200,OK,text,true,583
1439294095364,449,First CPI (CPI after reward cost),200,OK,text,true,449
1439294095814,449,Sweepstake-Hide,200,OK,text,true,449
1439294096264,1512,Manual CPI- Fixed CPI Show,200,OK,text,true,1512
1439294097778,484,Manual CPI- Whole CPI Show,200,OK,text,true,484
1439294098263,422,Manual CPI-CPI After Reward Cost-Show,200,OK,text,true,422
1439294098686,427,Publisher Virtual Currency,200,OK,text,true,427
1439294099114,444,Disable Dashboard- Show,200,OK,text,true,444
1439294099559,425,Disable Dashboard- Hide,200,OK,text,true,425
1439294099985,448,Publisher Category- Show,200,OK,text,true,448
1439294100434,630,Publisher Category- Hide,200,OK,text,true,630
1439294101065,433,Site Virtual Currency,200,OK,text,true,433
1439294101499,477,Private Panel - Show,200,OK,text,true,477
1439294101977,1447,Private Panel- Hide,200,OK,text,false,1447
1439294103425,478,Incentive Grid 5-10 minutes,200,OK,text,true,477
1439294103904,394,Incentive grid 21-30 minutes,200,OK,text,true,394
1439295720068,8085,Fixed CPI-Show,200,OK,text,false,8085
1439295728159,1200,Fixed CPI-Hide,200,OK,text,true,1200
1439295729361,5016,Fixed CPI-Reward,200,OK,text,true,5016
1439295734380,605,Whole CPI-Show,200,OK,text,true,605
1439295734988,427,Whole CPI-Hide,200,OK,text,true,427
1439295735419,1328,Whole CPI-Reward,200,OK,text,true,1328
1439295736750,727,Whole CPI-Show (US),200,OK,text,true,727
1439295737479,508,Whole CPI-Hide (US),200,OK,text,true,508
1439295737990,510,Whole CPI-Reward (US),200,OK,text,true,510
1439295738503,549,WholeCPI-Sweepstake (US),200,OK,text,true,549
1439295739055,1240,CPI After Reward Cost-Show,200,OK,text,true,1240
1439295740298,433,CPI After Reward Cost-Hide,200,OK,text,true,433
1439295740734,446,CPI After Reward Cost-Reward,200,OK,text,true,446
1439295741183,468,CPI After Reward Cost-Show (US),200,OK,text,true,468
1439295741655,517,CPI After Reward Cost-Hide (US),200,OK,text,true,517
1439295742175,494,CPI After Reward Cost-Reward (US),200,OK,text,true,494
1439295742672,452,CPI After Reward Cost-Sweepstake (US),200,OK,text,true,452
1439295743126,1018,First CPI (Whole),200,OK,text,true,1018
1439295744146,758,Sweepstake-Hide,200,OK,text,true,758
1439295744904,522,First CPI (CPI after reward cost),200,OK,text,true,522
1439295745428,617,Sweepstake-Hide,200,OK,text,true,617
1439295746049,1688,Manual CPI- Fixed CPI Show,200,OK,text,true,1688
1439295747743,1045,Manual CPI- Whole CPI Show,200,OK,text,true,1045
1439295748789,519,Manual CPI-CPI After Reward Cost-Show,200,OK,text,true,519
1439295749310,13675,Publisher Virtual Currency,200,OK,text,true,13675
1439295762987,565,Disable Dashboard- Show,200,OK,text,true,565
1439295763557,522,Disable Dashboard- Hide,200,OK,text,true,522
1439295764081,551,Publisher Category- Show,200,OK,text,true,551
1439295764638,654,Publisher Category- Hide,200,OK,text,true,654
1439295765294,747,Site Virtual Currency,200,OK,text,true,747
1439295766051,600,Private Panel - Show,200,OK,text,true,600
1439295766652,592,Private Panel- Hide,200,OK,text,false,592
1439295767246,1789,Incentive Grid 5-10 minutes,200,OK,text,true,1789
1439295769037,512,Incentive grid 21-30 minutes,200,OK,text,true,512
1439295769550,469,Fixed CPI-Show,200,OK,text,true,469
1439295770020,499,Fixed CPI-Hide,200,OK,text,true,499
1439295770520,1246,Fixed CPI-Reward,200,OK,text,true,1246
1439295771767,455,Whole CPI-Show,200,OK,text,true,455
1439295772224,467,Whole CPI-Hide,200,OK,text,true,467
1439295772692,474,Whole CPI-Reward,200,OK,text,true,474
1439295773167,445,Whole CPI-Show (US),200,OK,text,true,445
1439295773614,464,Whole CPI-Hide (US),200,OK,text,true,464
1439295774079,1205,Whole CPI-Reward (US),200,OK,text,true,1205
1439295775286,436,WholeCPI-Sweepstake (US),200,OK,text,true,436
1439295775724,448,CPI After Reward Cost-Show,200,OK,text,true,447
1439295776173,470,CPI After Reward Cost-Hide,200,OK,text,true,470
1439295776644,726,CPI After Reward Cost-Reward,200,OK,text,true,726
1439295777371,455,CPI After Reward Cost-Show (US),200,OK,text,true,455
1439295777828,433,CPI After Reward Cost-Hide (US),200,OK,text,true,433
1439295778263,1087,CPI After Reward Cost-Reward (US),200,OK,text,true,1087
1439295779351,454,CPI After Reward Cost-Sweepstake (US),200,OK,text,true,454
1439295779806,510,First CPI (Whole),200,OK,text,true,510
1439295780318,543,Sweepstake-Hide,200,OK,text,true,543
1439295780862,488,First CPI (CPI after reward cost),200,OK,text,true,488
1439295781351,467,Sweepstake-Hide,200,OK,text,true,467
1439295781820,503,Manual CPI- Fixed CPI Show,200,OK,text,true,503
1439295782324,476,Manual CPI- Whole CPI Show,200,OK,text,true,476
1439295782802,427,Manual CPI-CPI After Reward Cost-Show,200,OK,text,true,427
1439295783230,1082,Publisher Virtual Currency,200,OK,text,true,1082
